pair,scenario,condition,correct,final_choice,n_turns
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,fork,conflict_coop,0,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,fork,conflict_coop,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,fork,conflict_coop,0,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,fork,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,frame,conflict_coop,0,desk,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,frame,conflict_coop,0,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,frame,conflict_coop,1,wall,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,frame,conflict_coop,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,frame,conflict_coop,0,,16
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,glasses,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,glasses,conflict_coop,0,counter,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,glasses,conflict_coop,0,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,glasses,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,glasses,conflict_coop,0,counter,2
Qwen3-8B × Qwen3-8B,glasses,conflict_coop,1,shelf,16
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,glasses,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,globe,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,globe,conflict_coop,0,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,globe,conflict_coop,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,globe,conflict_coop,0,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,globe,conflict_coop,1,shelf,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,glove,conflict_coop,0,pocket,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,glove,conflict_coop,0,pocket,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,glove,conflict_coop,1,bench,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,glove,conflict_coop,0,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,glove,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,hammer,conflict_coop,0,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,hammer,conflict_coop,1,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,hammer,conflict_coop,1,floor,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,hammer,conflict_coop,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,hammer,conflict_coop,0,shelf,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,hat,conflict_coop,0,chair,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,hat,conflict_coop,0,chair,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,hat,conflict_coop,1,hook,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,hat,conflict_coop,0,chair,2
Qwen3-8B × Qwen3-8B,hat,conflict_coop,1,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,hat,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,jacket,conflict_coop,0,chair,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,jacket,conflict_coop,0,chair,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,jacket,conflict_coop,1,hook,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,jacket,conflict_coop,0,chair,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,jacket,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,jar,conflict_coop,0,shelf,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,jar,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,jar,conflict_coop,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,jar,conflict_coop,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,jar,conflict_coop,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,key,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,key,conflict_coop,0,blue box,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,key,conflict_coop,0,blue box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,key,conflict_coop,1,red box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,key,conflict_coop,0,blue box,2
Qwen3-8B × Qwen3-8B,key,conflict_coop,0,,1
Qwen_Qwen3-14B × Qwen_Qwen3-14B,key,conflict_coop,0,blue box,4
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,key,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,knob,conflict_coop,0,shelf,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,knob,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,knob,conflict_coop,1,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,knob,conflict_coop,1,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,knob,conflict_coop,0,,6
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lantern,conflict_coop,0,tent,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lantern,conflict_coop,1,truck,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lantern,conflict_coop,1,truck,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lantern,conflict_coop,1,truck,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lantern,conflict_coop,0,,14
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lanyard,conflict_coop,0,desk,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lanyard,conflict_coop,0,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lanyard,conflict_coop,1,locker,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lanyard,conflict_coop,1,locker,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lanyard,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,leash,conflict_coop,0,table,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,leash,conflict_coop,0,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,leash,conflict_coop,1,hook,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,leash,conflict_coop,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,leash,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lens,conflict_coop,0,case,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lens,conflict_coop,0,case,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lens,conflict_coop,1,bag,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lens,conflict_coop,1,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lens,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,letter,conflict_coop,0,mailbox,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,letter,conflict_coop,0,mailbox,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,letter,conflict_coop,1,mat,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,letter,conflict_coop,1,mat,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,letter,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lighter,conflict_coop,0,drawer,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lighter,conflict_coop,0,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lighter,conflict_coop,1,pocket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lighter,conflict_coop,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lighter,conflict_coop,1,pocket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lock,conflict_coop,0,shed,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lock,conflict_coop,0,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lock,conflict_coop,1,gate,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lock,conflict_coop,1,gate,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lock,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,map,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,map,conflict_coop,0,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,map,conflict_coop,1,wall,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,map,conflict_coop,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,map,conflict_coop,1,wall,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,marker,conflict_coop,0,cup,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,marker,conflict_coop,0,cup,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,marker,conflict_coop,1,tray,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,marker,conflict_coop,0,cup,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,marker,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mask,conflict_coop,0,hook,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mask,conflict_coop,0,hook,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mask,conflict_coop,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mask,conflict_coop,0,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mask,conflict_coop,0,hook,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mat,conflict_coop,0,floor,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mat,conflict_coop,0,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mat,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mat,conflict_coop,0,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mat,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,medal,conflict_coop,0,shelf,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,medal,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,medal,conflict_coop,1,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,medal,conflict_coop,0,,1
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,medal,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mirror,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mirror,conflict_coop,0,wall,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mirror,conflict_coop,0,,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mirror,conflict_coop,0,wall,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mirror,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mug,conflict_coop,0,shelf,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mug,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mug,conflict_coop,1,rack,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mug,conflict_coop,1,rack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mug,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,needle,conflict_coop,0,box,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,needle,conflict_coop,0,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,needle,conflict_coop,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,needle,conflict_coop,0,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,needle,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,net,conflict_coop,0,yard,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,net,conflict_coop,0,yard,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,net,conflict_coop,1,shed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,net,conflict_coop,0,yard,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,net,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,notebook,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,notebook,conflict_coop,0,backpack,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,notebook,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,notebook,conflict_coop,0,backpack,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,notebook,conflict_coop,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pail,conflict_coop,0,porch,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pail,conflict_coop,0,porch,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pail,conflict_coop,1,shed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pail,conflict_coop,0,porch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pail,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,paint,conflict_coop,0,bench,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,paint,conflict_coop,0,bench,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,paint,conflict_coop,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,paint,conflict_coop,0,bench,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,paint,conflict_coop,1,shelf,14
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pan,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pan,conflict_coop,0,stove,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pan,conflict_coop,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pan,conflict_coop,0,stove,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pan,conflict_coop,0,stove,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,patch,conflict_coop,0,table,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,patch,conflict_coop,0,table,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,patch,conflict_coop,0,,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,patch,conflict_coop,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,patch,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pen,conflict_coop,0,cup,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pen,conflict_coop,0,cup,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pen,conflict_coop,1,tray,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pen,conflict_coop,0,cup,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pen,conflict_coop,0,,6
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,phone,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,phone,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,phone,conflict_coop,0,couch,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,phone,conflict_coop,1,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,phone,conflict_coop,1,table,2
Qwen3-8B × Qwen3-8B,phone,conflict_coop,0,couch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,phone,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,photo,conflict_coop,0,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,photo,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,photo,conflict_coop,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,photo,conflict_coop,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,photo,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pillow,conflict_coop,0,couch,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pillow,conflict_coop,1,bed,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pillow,conflict_coop,1,bed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pillow,conflict_coop,0,couch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pillow,conflict_coop,0,,16
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,pkg,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pkg,conflict_coop,0,,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pkg,conflict_coop,0,front door,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pkg,conflict_coop,1,back porch,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pkg,conflict_coop,0,front door,2
Qwen3-8B × Qwen3-8B,pkg,conflict_coop,1,back porch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,conflict_coop,1,back porch,10
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,plate,conflict_coop,1,sink,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,plate,conflict_coop,0,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,plate,conflict_coop,1,sink,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,plate,conflict_coop,0,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,plate,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,plug,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,plug,conflict_coop,1,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,plug,conflict_coop,1,floor,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,plug,conflict_coop,1,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,plug,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,rake,conflict_coop,0,fence,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,rake,conflict_coop,0,fence,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,rake,conflict_coop,1,shed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,rake,conflict_coop,0,fence,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,rake,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,receipt,conflict_coop,0,folder,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,receipt,conflict_coop,0,folder,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,receipt,conflict_coop,1,pocket,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,receipt,conflict_coop,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,receipt,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,remote,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,remote,conflict_coop,0,cushion,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,remote,conflict_coop,1,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,remote,conflict_coop,0,cushion,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,remote,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ring,conflict_coop,0,pouch,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ring,conflict_coop,0,pouch,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ring,conflict_coop,1,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ring,conflict_coop,0,pouch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ring,conflict_coop,0,,14
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,rope,conflict_coop,0,trunk,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,rope,conflict_coop,0,trunk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,rope,conflict_coop,1,shed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,rope,conflict_coop,0,trunk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,rope,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scale,conflict_coop,0,counter,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scale,conflict_coop,0,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scale,conflict_coop,1,shelf,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scale,conflict_coop,0,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scale,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scarf,conflict_coop,0,bench,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scarf,conflict_coop,0,bench,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scarf,conflict_coop,1,closet,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scarf,conflict_coop,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scarf,conflict_coop,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scissors,conflict_coop,0,cabinet,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scissors,conflict_coop,0,cabinet,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scissors,conflict_coop,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scissors,conflict_coop,0,cabinet,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scissors,conflict_coop,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,seed,conflict_coop,1,bag,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,seed,conflict_coop,0,pot,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,seed,conflict_coop,1,bag,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,seed,conflict_coop,1,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,seed,conflict_coop,1,bag,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,shovel,conflict_coop,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,shovel,conflict_coop,0,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,shovel,conflict_coop,1,yard,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,shovel,conflict_coop,0,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,shovel,conflict_coop,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,soap,conflict_coop,0,shelf,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,soap,conflict_coop,0,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,soap,conflict_coop,1,ledge,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,soap,conflict_coop,1,ledge,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,soap,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,sponge,conflict_coop,0,sink,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,sponge,conflict_coop,0,sink,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,sponge,conflict_coop,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,sponge,conflict_coop,0,sink,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,sponge,conflict_coop,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,spoon,conflict_coop,0,cup,8
